"SEGMENTO","IDVIV","HOGAR","O","FOLIO","REGION","PROVINCIA","COMUNA","ZONA","ESTRATO","EXPR_P","EXPP_P","EXPC_P","EXPR","EXPP","EXPC","r0","PCO1","SEXO","EDAD","ECIVIL","NUCLEO","PCO2","NUMPER","R7","R8","R9","R10A","R10B","R11A","R11B","R11C","R11D","R11E","R12","R13A","R13B","R14","R15","R16A","R16B","R17","R18A","R18B","R18C","R18D","R18E","R18F","R18G","R18H","E1","E2","E3","E4","E5","E6","E7C","E7T","DEPEN","E8_RBD","E8_DV","E8_TE","E9","E10","E11PBU","E11PBT","E11PDA","E11BU","E11BT","E11BD","E11BM","E11BDA","E11MU","E11MT","E11MDA","E12A","E12B","E13T1","E13MB1","E13T2","E13MB2","E14","E15C1","E15C2","E16","E17C1","E17C2","O1","O2","O3","O4","O5","O6","O7","O8","O9","O10","O11","C_O12","C_O13","O14","O15","O16","O17","O18","O19","O20","O21","O22","O23","O24","O25","O26","O27","O28","O29","O30","O31","O32","O33","Y22TA","Y22TR1","Y22TB","Y22TR2","Y23T1","Y23TR1","Y23M1","Y23T2","Y23TR2","Y23M2","Y23T3","Y23TR3","Y23M3","Y23T4","Y23TR4","Y23M4","S1","S2A","S2B","S3A1","S3A2","S3A3","S3B1","S3B2","S4","S5","S6","S7","S8","S9","S10","S11","S12","S13","S14A","S14B","S14C","S14D","S15A","S15B","S15C","S15D","S16A","S16B","S16C","S16D","S17A","S17B","S17C","S17D","S18A","S18B","S18C","S18D","S19A","S19B","S19C","S19D","S20A","S20B","S20C","S20D","S21","S21A","S21B","S21C","S21D","S22","S22A","S22B","S22C","S23","S24A","S24B","S24C","S25","S26","S27","S28","S29A","S29B","T1A","T1B","T1C","T2A","T2B","T2C","T3A","T3B","T3C","T3D","T3E","T4","T5","T6","T7","T8","T8COD","T9","T9COD","T10","T10COD","T11","T12","T13","T14","T15PE","T15PA","T15ME","T15MA","T16PC","T16PT","T16MC","T16MT","T17P","T17M","T18A","T18B","T19A","T19B","T19C","T19D","T19E","T19F","T19G","V1","V2","V3","V4","V5","V6","V7A","V7B","V7C","V7D","V7E","V7F","V7G","V7H","V8","V9","V10","V11","V12A","V12B","V13A","V13B","V14A","V14B","V15","V16","V17","V18","V19","V20","V21","V22","V23A","V23B","V23C","V23D","V23E","V23F","V23G","V23H","V24","V25","V26E","V26P","V26U","V27","V28","V29","V30","V31","V32","ESC","EDUC","ASISTE","ACTIV","RAMA","OFICIO","CORTE","DAU","DAUR","QAUT","QAUTR","YOPRAJ","YOPRHAJ","YTRABAJ","YTRABHAJ","YPENSAJ","YPENSHAJ","YPRESAJ","YPRESHAJ","YSFAMAJ","YSFAMHAJ","Y1813HAJ","YCESAJ","YCESHAJ","YBPFEAJ","YBPFEHAJ","YFAMAJ","YFAMHAJ","YBPFAJ","YBPFHAJ","Y2003HAJ","YOTPAJ","YOTPHAJ","YJUBAJ","YJUBHAJ","YVITAJ","YVITHAJ","YINVAJ","YINVHAJ","YMONAJ","YMONHAJ","YORFAJ","YORFHAJ","YSUBAJ","YSUBHAJ","YAUTAJ","YAUTHAJ","YTOTAJ","YTOTHAJ","YMONEHAJ","YPCHMON","YAIMHAJ","YOAUTAJ","YOAUTHAJ","INDMAT","INDSAN","CVIV","IAI","IAE","HACINAMI1","GRADODIS"
5109122,427,1,1,"1003611-9",5,51,5109,1,51091,637,607,557,624,595,546,2,1,1,61,4,1,1,4,2,NA,NA,0,0,1,1,1,2,1,0,NA,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,NA,NA,NA,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8324,7123,"F",4,45,3,NA,1,1997,3,3,5,NA,1,1,1,1,1,2,1,1,8,90,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,5,4,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,1,2,10,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10,NA,NA,1,NA,1,NA,2,5101,3,3,10,1,89,NA,999,NA,99,99,99,99,3,2,16,NA,2,2,2,2,2,2,2,1,1,1,NA,2,5,2,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,2,1,5,NA,1,1,150000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1970,NA,0,NA,3,5,NA,NA,NA,4,12,6,2,1,7,8,3,2,2,1,1,221000,221000,221000,221000,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,221000,221000,221000,283700,221000,55250,62700,NA,0,1,1,1,2,1,1,6
5109122,427,1,2,"1003611-9",5,51,5109,1,51091,637,607,557,624,595,546,1,4,2,34,4,2,1,4,2,1,6,0,0,2,2,2,2,2,0,NA,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,NA,5,NA,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,3,NA,NA,1,2,150000,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,90,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7,4,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10,NA,NA,1,NA,1,NA,3,NA,NA,3,3,1,61,NA,60,NA,6,4,6,4,3,3,16,NA,2,2,2,2,2,2,2,1,1,1,NA,2,5,2,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,2,1,5,NA,1,1,150000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1970,NA,0,NA,3,5,NA,NA,NA,4,12,6,2,3,NA,NA,3,2,2,1,1,NA,221000,NA,221000,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,221000,NA,283700,221000,55250,62700,NA,0,1,1,1,2,1,1,6
5109122,427,1,3,"1003611-9",5,51,5109,1,51091,637,607,557,624,595,546,2,9,1,13,7,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,2,1,2,2,2,2,2,1,2,NA,NA,1,NA,NA,3,7,3,1,1728,0,110,1,1,NA,NA,NA,1,1,2,2,2,NA,NA,NA,2,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,3,17,NA,NA,2,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,0,NA,NA,NA,1,5,5,1,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,2,5,2,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,2,1,5,NA,1,1,150000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1970,NA,0,NA,3,5,NA,NA,NA,4,NA,NA,1,NA,NA,NA,3,2,2,1,1,NA,221000,NA,221000,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,221000,NA,283700,221000,55250,62700,NA,0,1,1,1,2,1,1,6
5109122,427,1,4,"1003611-9",5,51,5109,1,51091,637,607,557,624,595,546,2,9,2,7,7,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,1,3,1,1728,0,110,1,1,NA,NA,NA,1,1,2,2,2,NA,NA,NA,2,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,2,5,2,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,2,1,5,NA,1,1,150000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1970,NA,0,NA,3,5,NA,NA,NA,4,NA,NA,1,NA,NA,NA,3,2,2,1,1,NA,221000,NA,221000,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,221000,NA,283700,221000,55250,62700,NA,0,1,1,1,2,1,1,6
5109122,429,1,1,"1003631-3",5,51,5109,1,51091,637,607,557,624,595,546,1,1,2,22,7,1,1,2,88,NA,NA,0,0,2,1,2,2,2,0,NA,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,NA,3,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,3,NA,NA,1,1,150000,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,90,NA,NA,NA,3,8,83000,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10,4,4,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10,NA,NA,2,5101,1,NA,3,NA,NA,1,1,1,65,NA,55,NA,4,4,5,3,3,5,16,NA,2,2,2,2,2,2,2,8,NA,3,2,2,5,1,0,0,1,0,0,0,0,4,2,5,2,5,3,1,3,2,3,5,NA,1,8,40000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,9,4,2,3,NA,NA,2,2,2,1,1,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,3333,3333,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,3333,3333,90000,90000,93333,93333,93333,46667,0,90000,90000,2,2,2,1,1,1,6
5109122,429,1,2,"1003631-3",5,51,5109,1,51091,637,607,557,624,595,546,3,4,2,3,7,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,NA,NA,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,8,NA,NA,NA,5,2,4,1,4,22,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,1,NA,NA,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,3,2,2,5,1,0,0,1,0,0,0,0,4,2,5,2,5,3,1,3,2,3,5,NA,1,8,40000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,2,NA,NA,NA,2,2,2,1,1,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,3333,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3333,NA,90000,NA,93333,93333,46667,0,NA,90000,2,2,2,1,1,1,6
5109122,430,1,1,"1003641-0",5,51,5109,1,51091,637,607,557,624,595,546,3,1,1,52,1,1,1,2,88,NA,NA,0,0,1,1,1,1,1,0,NA,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,NA,NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7124,5000,"A",2,30,1,8,1,1975,1,9,2,1,NA,NA,NA,NA,NA,2,9,NA,8,90,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10,NA,NA,1,NA,1,NA,1,NA,3,3,5,1,74,NA,74,NA,2,4,1,2,3,3,16,NA,2,2,2,2,2,2,2,1,1,1,NA,2,4,2,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,2,1,5,NA,1,1,120000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1965,NA,0,NA,2,NA,NA,NA,NA,4,9,4,2,1,5,7,3,8,8,4,4,343324,486974,343324,486974,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,343324,486974,343324,537134,486974,243487,50160,NA,0,1,1,1,1,1,1,6
5109122,430,1,2,"1003641-0",5,51,5109,1,51091,637,607,557,624,595,546,1,2,2,52,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,NA,NA,NA,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9131,9530,"A",2,45,3,NA,1,2002,1,3,7,NA,1,1,1,1,NA,2,1,1,8,90,NA,NA,NA,3,14,15000,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,4,NA,NA,NA,NA,2,7,2,1,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,5,7,7,2,5,7,7,2,2,8,5,2,7,8,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,1,NA,1,NA,1,NA,3,3,4,1,75,NA,75,NA,6,4,6,4,3,3,13,NA,2,2,2,2,2,2,2,1,1,1,NA,2,4,2,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,2,1,5,NA,1,1,120000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1965,NA,0,NA,2,NA,NA,NA,NA,4,8,3,2,1,9,9,3,8,8,4,4,143650,486974,143650,486974,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,143650,486974,143650,537134,486974,243487,50160,NA,0,1,1,1,1,1,1,6
5109122,431,1,1,"1003651-8",5,51,5109,1,51091,637,607,557,624,595,546,3,1,1,73,1,1,1,3,88,NA,NA,0,0,2,1,1,1,1,0,NA,NA,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,3,18,NA,NA,2,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,8,90,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,6,4,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10,NA,NA,2,5101,1,NA,3,NA,NA,2,9,1,999,NA,999,NA,6,2,6,2,3,2,16,NA,2,2,2,2,2,2,2,1,1,1,NA,1,4,4,1,0,0,0,1,1,0,1,1,1,1,2,2,1,2,2,1,5,NA,1,1,120000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1960,999,NA,NA,1,1,4,NA,NA,4,3,2,2,3,NA,NA,3,7,7,4,4,NA,221000,NA,298350,NA,0,NA,0,NA,0,7000,NA,0,NA,0,NA,0,NA,0,833,NA,0,NA,0,114000,228000,NA,0,NA,0,NA,0,7833,7833,114000,526350,121833,584343,534183,178061,50160,114000,228000,1,1,1,1,1,1,6
5109122,431,1,2,"1003651-8",5,51,5109,1,51091,637,607,557,624,595,546,1,2,2,73,1,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,3,18,NA,NA,2,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,8,90,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,4,1,NA,4,4,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,2,5401,1,NA,3,NA,NA,2,2,1,999,NA,999,NA,99,99,99,99,2,3,16,NA,2,2,2,2,2,2,2,1,1,1,NA,1,4,4,1,0,0,0,1,1,0,1,1,1,1,2,2,1,2,2,1,5,NA,1,1,120000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1960,999,NA,NA,1,1,4,NA,NA,4,3,2,2,3,NA,NA,3,7,7,4,4,NA,221000,NA,298350,NA,0,NA,0,NA,0,7000,NA,0,NA,0,NA,0,NA,0,833,NA,0,NA,0,114000,228000,NA,0,NA,0,NA,0,NA,7833,114000,526350,114000,584343,534183,178061,50160,114000,228000,1,1,1,1,1,1,6
5109122,431,1,3,"1003651-8",5,51,5109,1,51091,637,607,557,624,595,546,3,3,1,41,4,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,1,1,1,2,1,1,1,2,1,1,6,2,NA,NA,NA,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3122,9100,"F",4,45,3,NA,1,1990,4,3,9,NA,1,1,1,1,NA,2,1,1,8,90,NA,NA,NA,3,99,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,1,NA,1,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,2,2,2,2,2,2,2,1,1,1,NA,1,4,4,1,0,0,0,1,1,0,1,1,1,1,2,2,1,2,2,1,5,NA,1,1,120000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1960,999,NA,NA,1,1,4,NA,NA,4,12,6,2,1,9,3,3,7,7,4,4,221000,221000,298350,298350,NA,0,NA,0,NA,0,7000,NA,0,NA,0,NA,0,NA,0,833,NA,0,NA,0,NA,228000,NA,0,NA,0,NA,0,NA,7833,298350,526350,298350,584343,534183,178061,50160,NA,228000,1,1,1,1,1,1,6
5109122,432,1,1,"1003661-5",5,51,5109,1,51091,637,607,557,624,595,546,1,1,2,48,4,1,1,3,88,NA,NA,0,0,2,2,1,2,1,0,NA,NA,1,5,5,NA,1,1,2,2,2,2,2,1,2,1,6,2,NA,NA,NA,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5141,9591,"B",4,50,3,NA,1,2009,2,3,5,NA,2,1,3,1,3,2,1,7,8,90,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,4,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,3,8,1,5,1,8,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10,NA,NA,2,5101,1,NA,1,NA,3,3,6,1,83,NA,70,NA,6,4,6,2,3,3,16,NA,2,2,2,2,1,1,2,5,NA,2,1,2,4,2,1,0,0,0,1,1,0,1,1,1,1,1,2,1,2,2,2,5,NA,1,5,145000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,13,7,2,1,9,5,3,6,6,3,3,176800,176800,276250,276250,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,NA,120000,NA,0,NA,0,276250,396250,276250,396250,396250,132083,0,NA,120000,1,1,1,1,1,1,6
5109122,432,1,2,"1003661-5",5,51,5109,1,51091,637,607,557,624,595,546,3,6,2,70,6,1,12,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,NA,NA,NA,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,3,18,NA,NA,2,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,90,NA,NA,NA,5,13,80000,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,4,1,NA,5,4,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,5,1,5,5,0,NA,NA,NA,5,1,1,5,0,NA,NA,NA,3,5,1,5,1,8,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,2,5101,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,2,1,2,2,1,1,2,5,NA,2,1,2,4,2,1,0,0,0,1,1,0,1,1,1,1,1,2,1,2,2,2,5,NA,1,5,145000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,3,2,3,NA,NA,3,6,6,3,3,NA,176800,NA,276250,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,120000,120000,NA,0,NA,0,120000,396250,120000,396250,396250,132083,0,120000,120000,1,1,1,1,1,1,6
