"SEGMENTO","IDVIV","HOGAR","O","FOLIO","REGION","PROVINCIA","COMUNA","ZONA","ESTRATO","EXPR_P","EXPP_P","EXPC_P","EXPR","EXPP","EXPC","r0","PCO1","SEXO","EDAD","ECIVIL","NUCLEO","PCO2","NUMPER","R7","R8","R9","R10A","R10B","R11A","R11B","R11C","R11D","R11E","R12","R13A","R13B","R14","R15","R16A","R16B","R17","R18A","R18B","R18C","R18D","R18E","R18F","R18G","R18H","E1","E2","E3","E4","E5","E6","E7C","E7T","DEPEN","E8_RBD","E8_DV","E8_TE","E9","E10","E11PBU","E11PBT","E11PDA","E11BU","E11BT","E11BD","E11BM","E11BDA","E11MU","E11MT","E11MDA","E12A","E12B","E13T1","E13MB1","E13T2","E13MB2","E14","E15C1","E15C2","E16","E17C1","E17C2","O1","O2","O3","O4","O5","O6","O7","O8","O9","O10","O11","C_O12","C_O13","O14","O15","O16","O17","O18","O19","O20","O21","O22","O23","O24","O25","O26","O27","O28","O29","O30","O31","O32","O33","Y22TA","Y22TR1","Y22TB","Y22TR2","Y23T1","Y23TR1","Y23M1","Y23T2","Y23TR2","Y23M2","Y23T3","Y23TR3","Y23M3","Y23T4","Y23TR4","Y23M4","S1","S2A","S2B","S3A1","S3A2","S3A3","S3B1","S3B2","S4","S5","S6","S7","S8","S9","S10","S11","S12","S13","S14A","S14B","S14C","S14D","S15A","S15B","S15C","S15D","S16A","S16B","S16C","S16D","S17A","S17B","S17C","S17D","S18A","S18B","S18C","S18D","S19A","S19B","S19C","S19D","S20A","S20B","S20C","S20D","S21","S21A","S21B","S21C","S21D","S22","S22A","S22B","S22C","S23","S24A","S24B","S24C","S25","S26","S27","S28","S29A","S29B","T1A","T1B","T1C","T2A","T2B","T2C","T3A","T3B","T3C","T3D","T3E","T4","T5","T6","T7","T8","T8COD","T9","T9COD","T10","T10COD","T11","T12","T13","T14","T15PE","T15PA","T15ME","T15MA","T16PC","T16PT","T16MC","T16MT","T17P","T17M","T18A","T18B","T19A","T19B","T19C","T19D","T19E","T19F","T19G","V1","V2","V3","V4","V5","V6","V7A","V7B","V7C","V7D","V7E","V7F","V7G","V7H","V8","V9","V10","V11","V12A","V12B","V13A","V13B","V14A","V14B","V15","V16","V17","V18","V19","V20","V21","V22","V23A","V23B","V23C","V23D","V23E","V23F","V23G","V23H","V24","V25","V26E","V26P","V26U","V27","V28","V29","V30","V31","V32","ESC","EDUC","ASISTE","ACTIV","RAMA","OFICIO","CORTE","DAU","DAUR","QAUT","QAUTR","YOPRAJ","YOPRHAJ","YTRABAJ","YTRABHAJ","YPENSAJ","YPENSHAJ","YPRESAJ","YPRESHAJ","YSFAMAJ","YSFAMHAJ","Y1813HAJ","YCESAJ","YCESHAJ","YBPFEAJ","YBPFEHAJ","YFAMAJ","YFAMHAJ","YBPFAJ","YBPFHAJ","Y2003HAJ","YOTPAJ","YOTPHAJ","YJUBAJ","YJUBHAJ","YVITAJ","YVITHAJ","YINVAJ","YINVHAJ","YMONAJ","YMONHAJ","YORFAJ","YORFHAJ","YSUBAJ","YSUBHAJ","YAUTAJ","YAUTHAJ","YTOTAJ","YTOTHAJ","YMONEHAJ","YPCHMON","YAIMHAJ","YOAUTAJ","YOAUTHAJ","INDMAT","INDSAN","CVIV","IAI","IAE","HACINAMI1","GRADODIS"
3102111,170,1,3,"1000641-4",3,31,3102,1,31021,25,29,28,25,28,27,3,3,2,17,7,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,1,2,1,2,2,2,2,1,6,1,NA,NA,3,3,6,2,438,3,310,1,6,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,1,1,27500,NA,NA,5,NA,NA,NA,NA,NA,2,2,2,2,3,17,NA,NA,2,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,6,4,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,1,2,6,5,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,2,4101,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,2,5,3,1,0,0,0,1,1,0,1,1,1,1,2,1,1,1,2,1,4,1,1,1,1e+05,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2000,NA,130000,NA,1,5,NA,NA,NA,4,11,4,1,3,NA,NA,3,7,8,4,4,NA,768820,NA,830440,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,10000,10000,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,10000,10000,NA,830440,10000,882240,840440,210110,41800,NA,0,1,1,1,1,1,1,6
3102111,170,1,4,"1000641-4",3,31,3102,1,31021,25,29,28,25,28,27,3,3,1,9,7,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,2,2,2,1,2,2,2,2,NA,NA,1,NA,NA,3,4,3,2,13177,6,110,1,6,NA,NA,NA,2,1,2,2,2,NA,NA,NA,2,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,1,4,5,7,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,2,3101,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,2,5,3,1,0,0,0,1,1,0,1,1,1,1,2,1,1,1,2,1,4,1,1,1,1e+05,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2000,NA,130000,NA,1,5,NA,NA,NA,4,NA,NA,1,NA,NA,NA,3,7,8,4,4,NA,768820,NA,830440,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,10000,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,10000,NA,830440,NA,882240,840440,210110,41800,NA,0,1,1,1,1,1,1,6
3102111,171,1,1,"1000651-1",3,31,3102,1,31021,25,29,28,25,28,27,1,1,2,31,7,1,1,5,88,NA,NA,0,0,2,1,2,2,1,0,NA,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,NA,5,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6113,9200,"E",8,45,1,10,1,2004,5,3,5,NA,1,1,1,1,1,1,1,1,8,90,NA,NA,NA,3,1,18000,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7,4,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,NA,NA,2,13401,1,NA,1,NA,1,6,5,1,999,NA,48,NA,99,99,3,3,9,3,16,NA,2,2,1,1,2,2,2,1,1,1,NA,2,2,3,0,0,1,0,0,1,0,1,1,1,1,2,1,2,1,2,1,5,NA,1,1,70000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2000,NA,137000,NA,1,1,4,NA,NA,4,4,2,2,1,9,6,3,3,3,2,2,154700,154700,309400,309400,NA,0,NA,0,NA,0,0,NA,0,NA,0,6500,6500,33334,33334,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,39834,39834,309400,309400,349234,378494,349234,69847,29260,NA,0,2,1,2,1,1,1,6
3102111,171,1,2,"1000651-1",3,31,3102,1,31021,25,29,28,25,28,27,3,4,1,14,7,1,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,NA,3,1,2,2,1,2,2,2,2,NA,NA,1,NA,NA,3,1,6,2,13104,0,310,1,3,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,1,7,NA,NA,NA,5,NA,NA,NA,NA,NA,2,2,2,2,3,17,NA,NA,2,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,2,2,3,0,0,1,0,0,1,0,1,1,1,1,2,1,2,1,2,1,5,NA,1,1,70000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2000,NA,137000,NA,1,1,4,NA,NA,4,NA,NA,1,NA,NA,NA,3,3,3,2,2,NA,154700,NA,309400,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,6500,NA,33334,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,39834,NA,309400,NA,378494,349234,69847,29260,NA,0,2,1,2,1,1,1,6
3102111,171,1,3,"1000651-1",3,31,3102,1,31021,25,29,28,25,28,27,1,4,2,12,7,1,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,NA,3,1,2,2,1,2,2,2,2,NA,NA,1,NA,NA,3,6,3,2,13104,0,110,1,3,NA,NA,NA,1,1,2,2,1,NA,NA,NA,2,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,3,17,NA,NA,2,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,2,2,3,0,0,1,0,0,1,0,1,1,1,1,2,1,2,1,2,1,5,NA,1,1,70000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2000,NA,137000,NA,1,1,4,NA,NA,4,NA,NA,1,NA,NA,NA,3,3,3,2,2,NA,154700,NA,309400,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,6500,NA,33334,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,39834,NA,309400,NA,378494,349234,69847,29260,NA,0,2,1,2,1,1,1,6
3102111,171,1,4,"1000651-1",3,31,3102,1,31021,25,29,28,25,28,27,3,4,1,11,7,1,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,NA,3,1,2,2,1,2,2,2,2,NA,NA,1,NA,NA,3,4,3,2,13104,0,110,1,3,NA,NA,NA,1,1,2,2,1,NA,NA,NA,2,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,1,11,10,1,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,2,2,3,0,0,1,0,0,1,0,1,1,1,1,2,1,2,1,2,1,5,NA,1,1,70000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2000,NA,137000,NA,1,1,4,NA,NA,4,NA,NA,1,NA,NA,NA,3,3,3,2,2,NA,154700,NA,309400,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,6500,NA,33334,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,39834,NA,309400,NA,378494,349234,69847,29260,NA,0,2,1,2,1,1,1,6
3102111,171,1,5,"1000651-1",3,31,3102,1,31021,25,29,28,25,28,27,3,4,1,1,7,1,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,0,1,6,50146,6,10,5,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,8,NA,NA,NA,1,2,5,1,4,22,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,1,NA,NA,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,2,2,3,0,0,1,0,0,1,0,1,1,1,1,2,1,2,1,2,1,5,NA,1,1,70000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2000,NA,137000,NA,1,1,4,NA,NA,4,NA,NA,1,NA,NA,NA,3,3,3,2,2,NA,154700,NA,309400,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,6500,NA,33334,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,39834,NA,309400,NA,378494,349234,69847,29260,NA,0,2,1,2,1,1,1,6
3102111,172,1,1,"1000661-9",3,31,3102,1,31021,25,29,28,25,28,27,1,1,1,33,1,1,1,6,88,NA,NA,1,0,1,1,1,2,2,0,NA,NA,1,2,2,NA,2,1,1,2,2,2,2,2,2,1,6,2,NA,4,NA,2,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8111,2000,"E",10,45,3,NA,1,2009,2,9,5,NA,1,2,1,3,1,2,1,1,8,90,NA,NA,NA,3,2,50000,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,1,6,7,7,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10,NA,NA,2,3101,1,NA,2,2302,3,3,7,1,59,NA,62,NA,3,5,2,5,3,3,16,NA,1,2,2,1,2,2,2,1,1,1,NA,2,3,3,1,0,0,0,1,1,0,1,1,1,1,2,1,1,1,2,1,1,1,1,1,80000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2000,NA,124000,NA,1,1,4,NA,NA,4,14,8,2,1,2,8,3,7,7,4,4,442000,442000,972400,972400,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1004489,1004489,1004489,1037929,1004489,167415,33440,32089,32089,1,1,1,1,1,1,6
3102111,172,1,2,"1000661-9",3,31,3102,1,31021,25,29,28,25,28,27,1,2,2,30,1,1,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,NA,17,NA,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,3,NA,NA,1,2,1e+05,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,90,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6,4,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,2,2101,1,NA,3,NA,NA,3,3,1,52,NA,52,NA,4,8,1,10,3,3,16,NA,1,2,2,1,2,2,2,1,1,1,NA,2,3,3,1,0,0,0,1,1,0,1,1,1,1,2,1,1,1,2,1,1,1,1,1,80000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2000,NA,124000,NA,1,1,4,NA,NA,4,12,6,2,3,NA,NA,3,7,7,4,4,NA,442000,NA,972400,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1004489,NA,1037929,1004489,167415,33440,NA,32089,1,1,1,1,1,1,6
3102111,172,1,3,"1000661-9",3,31,3102,1,31021,25,29,28,25,28,27,1,3,2,11,7,1,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,NA,2,1,1,2,1,2,2,2,2,NA,NA,1,NA,NA,3,6,3,2,13667,6,110,1,3,NA,NA,NA,2,1,2,2,2,NA,NA,NA,2,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,2,3,3,1,0,0,0,1,1,0,1,1,1,1,2,1,1,1,2,1,1,1,1,1,80000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2000,NA,124000,NA,1,1,4,NA,NA,4,NA,NA,1,NA,NA,NA,3,7,7,4,4,NA,442000,NA,972400,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1004489,NA,1037929,1004489,167415,33440,NA,32089,1,1,1,1,1,1,6
3102111,172,1,4,"1000661-9",3,31,3102,1,31021,25,29,28,25,28,27,1,3,1,13,7,1,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,NA,2,1,1,2,1,2,2,2,2,NA,NA,1,NA,NA,3,8,3,1,9298,3,110,1,3,NA,NA,NA,2,1,1,2,2,NA,NA,NA,2,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,3,17,NA,NA,2,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,2,3,3,1,0,0,0,1,1,0,1,1,1,1,2,1,1,1,2,1,1,1,1,1,80000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2000,NA,124000,NA,1,1,4,NA,NA,4,NA,NA,1,NA,NA,NA,3,7,7,4,4,NA,442000,NA,972400,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1004489,NA,1037929,1004489,167415,33440,NA,32089,1,1,1,1,1,1,6
3102111,172,1,5,"1000661-9",3,31,3102,1,31021,25,29,28,25,28,27,1,3,1,6,7,1,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,1,3,2,13677,6,110,1,3,NA,NA,NA,2,1,2,2,2,NA,NA,NA,2,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,2,3,3,1,0,0,0,1,1,0,1,1,1,1,2,1,1,1,2,1,1,1,1,1,80000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2000,NA,124000,NA,1,1,4,NA,NA,4,NA,NA,1,NA,NA,NA,3,7,7,4,4,NA,442000,NA,972400,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1004489,NA,1037929,1004489,167415,33440,NA,32089,1,1,1,1,1,1,6
3102111,172,1,6,"1000661-9",3,31,3102,1,31021,25,29,28,25,28,27,2,3,2,4,7,1,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,0,1,6,50147,6,10,5,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,1,1,1,6,7,8,NA,NA,NA,5,1,3,5,1,11,1,NA,1,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,1,NA,NA,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,2,3,3,1,0,0,0,1,1,0,1,1,1,1,2,1,1,1,2,1,1,1,1,1,80000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2000,NA,124000,NA,1,1,4,NA,NA,4,NA,NA,1,NA,NA,NA,3,7,7,4,4,NA,442000,NA,972400,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1004489,NA,1037929,1004489,167415,33440,NA,32089,1,1,1,1,1,1,6
