"segmento","folio","o","region","comuna","zona","estrato","VarStrat","VarUnit","expr_full","expc_full","expr_fullsat","expr_fullfin","pco1","viv","hog","tot_hogviv","o_viv","sexo","edad","ecivil","pareja","nucleo","pco2","numper","h11","h11e_esp","e1","e2a","e2b","e2c","e3","e4","e5","e6a","e6b","e6c","e7","e8dv","e8nom","e8dir","e8com","e8rbd","e8te","e9","e10","e11a","e11b","e11c","e11d","e12a","e12b1","e12b2","e13pbu","e13pbt","e13pbd","e13pbm","e13bu","e13bt","e13bd","e13bm","e13bp","e13mu","e13mt","e13md","e13mm","e14a","e14b","e15","e16","e17t1","e17t2","e18t1m","e18t1p","e18t2m","e18t2p","e0","o1","o2","o3","o4","o5","o6","o7r1","o7r2","o8","oficio4","o10","o11","o12","o13","o14","o15","o16","o17","o18","o19","o20","rama4_sub","o22","rama4","o24","o25","o26","o27","o28","o29","o30","o0","y21","y28a","y28b","y28c","y28d","y28e","y29a","y29b1","y29b2","y29b3","y29b4","y29b5","y30a","y30b","y30c","y30d","y30e","y0","s1","s2a","s2b","s2c","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12","s13","s14","s15","s16","s17","s18a","s18b","s19","s20","s21","s22","s23","s24a","s24b","s24c","s25a","s25b","s25c","s26a","s26b","s26c","s27a","s27b","s27c","s28a","s28b","s28c","s29a","s29b","s29c","s30a","s30b","s30c","s30d","s31a","s31b","s31c","s31d","s32a","s32b","s32c","s32d","s33a","s33b","s33c","s33d","s34","s35","s36","s37t1","s37t2","s37t3","s38o1","s38o2","s38o3","s39a","s39b","s39c","s39d","s40a","s40b","s40c","s40d","s40e","s40f","s40g","s41a","s41b","s0","r1a","r1c_cod","r1p_cod","r2","r2c_cod","r2p_cod","r1b","r3","r4mn","r4mc","r5pn","r5pc","r6","r7","r8","r9","r10","r11a","r11b","r12","r13a","r13b","r13c","r13d","r13e","r13f","r14a","r14b","r14c","r14d","r14e","r15","r16","r17","r18a","r18b","r18c","r18d","r18e","r18f","r18g","r18h","r19","r20","r0","v1","v2","v2frent","v2fo","v3","v4","v5","v5m","v6","v7","v8","v9","v10","v11","v12","v13","v14","v15","v16a","v16b","v16c","v17","v18","v19","v19r","v20","v21","v22","v23","v23r","v24","v25","v26a","v26b","v26c","v26d","v26e","v27a","v27b","v27c","v27d","v27e","v28","v29","v30","v31","v32","v33","v34","v35","v36","v37","v38","v39","v0a","v0b","esc","educ","asiste","depen","activ","oficio1","rama1_sub","rama1","submuestra","corte","qaut","daut","qaur","daur","yopraj","yoprhaj","ytrabaj","ytrabhaj","ypensaj","ypenshaj","ypresaj","ypreshaj","ysfamaj","ysfamhaj","y2401aj","y2401haj","ycesaj","yceshaj","ybpfeaj","ybpfehaj","yfamaj","yfamhaj","yotpaj","yotphaj","yjubaj","yjubhaj","yvitaj","yvithaj","yinvaj","yinvhaj","ymonaj","ymonhaj","yorfaj","yorfhaj","y2301aj","y2301haj","y2501aj","y2501haj","y2502aj","y2502haj","y2503aj","y2503haj","y2504aj","y2504haj","yautaj","yauthaj","yoautaj","yoauthaj","ymoneaj","ymonehaj","ysubaj","ysubhaj","ytotaj","ytothaj","yaimhaj","ypcauthaj","ypcmonhaj","indmat","indsan","cviv","iae","iai","hacinamiento","dia_ent","mes_ent","a_o_ent","fecha_ent"
11011002,11011002021,4,1,1101,1,11011,11121,11121001,25,22,NA,NA,3,2,1,1,5,1,12,7,7,1,3,6,1,NA,NA,NA,NA,NA,1,NA,NA,6,2,6,NA,1,"DN BOSCO","RAMIREZ 1617",1101,12672,110,2,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,2,1,1,2,2,NA,NA,NA,NA,1,58000,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,2,2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,NA,7,5,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,8,4,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,8,NA,NA,NA,25,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,1,2,2,2,2,1,NA,3,1,3,NA,NA,1,1,4,NA,1,1,1,1990,2,8,NA,NA,NA,NA,2,2,2,5e+05,1,25000,NA,1,1,1,35000,NA,5,NA,4,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,1,1,3,1,1,3,"1 Y 2",1,NA,1,1,3,NA,NA,NA,NA,1,3,5,9,5,9,NA,1813350,NA,1817930,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2301060,NA,483130,NA,2301060,NA,0,NA,2535560,234500,383510,383510,2,1,1,1,2,1,18,11,2011,20111118
11011002,11011002021,5,1,1101,1,11011,11121,11121001,25,22,NA,NA,3,2,1,1,6,2,9,7,7,1,3,6,1,NA,NA,NA,NA,NA,1,NA,NA,6,2,4,NA,9,"Mº AUXILIADORA","JJ PEREZ 752",1101,127,110,2,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,2,1,1,2,2,NA,NA,NA,NA,1,40000,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,NA,7,5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,8,4,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,8,NA,NA,NA,25,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,1,2,2,2,2,1,NA,2,1,3,NA,NA,1,1,4,NA,1,1,1,1990,2,8,NA,NA,NA,NA,2,2,2,5e+05,1,25000,NA,1,1,1,35000,NA,5,NA,4,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,1,1,3,1,1,3,"1 Y 2",1,NA,1,1,3,NA,NA,NA,NA,1,3,5,9,5,9,NA,1813350,NA,1817930,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2301060,NA,483130,NA,2301060,NA,0,NA,2535560,234500,383510,383510,2,1,1,1,2,1,18,11,2011,20111118
11011002,11011002021,6,1,1101,1,11011,11121,11121001,25,22,NA,NA,13,2,1,1,3,1,41,7,7,2,1,6,1,NA,1,2,NA,NA,2,NA,NA,10,1,4,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,3132,40,3,1,2009,3,5,1,1,1,3,2,6110,5,6110,4,6,5,2,NA,1,1,3,5,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,4,5,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,7,60,1,5,25,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,1,NA,NA,NA,3,7,6,7,6,1,3,NA,12,2,NA,NA,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,1,3,NA,NA,1,1,4,NA,1,1,1,1990,2,8,NA,NA,NA,NA,2,2,2,5e+05,1,25000,NA,1,1,1,35000,NA,5,NA,4,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,1,1,3,1,1,3,"1 Y 2",1,12,6,2,NA,1,3,9,9,1,3,5,9,5,9,384650,1813350,384650,1817930,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,384650,2301060,NA,483130,384650,2301060,NA,0,384650,2535560,234500,383510,383510,2,1,1,1,2,1,18,11,2011,20111118
11011002,11011002061,1,1,1101,1,11011,11121,11121001,25,22,36,38,1,6,1,1,1,1,21,7,7,1,1,1,3,502,1,2,NA,NA,2,NA,15,8,2,3,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,9151,29,2,4,2011,3,5,2,1,1,1,1,NA,NA,7412,2,2,3,2,NA,2,NA,1,5,2,2,2,2,2,2,NA,NA,NA,NA,NA,2,2,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,2,7,5,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,8,NA,NA,NA,25,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,502,3,NA,502,2011,2,8,3,99,99,10,NA,NA,12,2,NA,NA,NA,2,1,2,2,2,1,2,2,2,2,2,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,1,1,2,NA,NA,5,2,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,180000,2,2,2,2e+05,1,25000,NA,1,1,1,30000,NA,5,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,4,2,3,2,1,3,"1",2,11,3,2,NA,1,9,NA,11,1,3,3,6,3,6,175840,175840,175840,175840,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,175840,175840,NA,0,175840,175840,NA,0,175840,175840,0,175840,175840,2,1,2,1,1,1,18,11,2011,20111118
11011003,11011003041,1,1,1101,1,11011,11121,11121001,19,17,31,29,1,4,1,1,1,1,52,4,7,1,1,3,1,NA,1,2,NA,NA,2,NA,NA,8,1,4,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,8324,85,1,1,2008,3,2,NA,NA,NA,NA,NA,NA,NA,6021,1,1,7,2,NA,2,NA,1,5,2,2,2,2,2,2,NA,NA,NA,NA,NA,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,3,5,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,8,NA,NA,NA,25,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,3,99,99,99,99,10,NA,NA,12,2,NA,NA,NA,1,1,2,2,2,2,2,2,2,2,2,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,1,1,2,NA,NA,5,2,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,160000,2,2,2,2e+05,1,30000,NA,1,1,1,28500,NA,1,1,3,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,6,3,3,2,1,3,"1",2,12,5,2,NA,1,8,NA,9,1,3,5,9,5,9,615300,1142750,615300,1142750,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,650987,1178437,35687,35687,650987,1178437,NA,0,650987,1178437,0,392812.333333333,392812.333333333,2,1,2,1,2,1,18,11,2011,20111118
11011003,11011003041,2,1,1101,1,11011,11121,11121001,19,17,NA,NA,10,4,1,1,2,2,57,4,7,2,1,3,1,NA,1,2,NA,NA,2,NA,NA,10,1,4,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,5132,72,1,2,2011,3,2,NA,NA,NA,NA,NA,NA,NA,8531,1,1,6,2,NA,2,NA,2,5,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1,31,NA,NA,NA,NA,1,NA,4,4,1,2,2,9,5,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,8,NA,NA,NA,25,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,1,NA,NA,NA,3,99,99,99,99,10,NA,NA,12,2,NA,NA,NA,1,1,2,2,2,2,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,1,2,NA,NA,5,2,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,160000,2,2,2,2e+05,1,30000,NA,1,1,1,28500,NA,1,1,3,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,6,3,3,2,1,3,"1",2,12,6,2,NA,1,5,NA,14,1,3,5,9,5,9,307650,1142750,307650,1142750,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,307650,1178437,NA,35687,307650,1178437,NA,0,307650,1178437,0,392812.333333333,392812.333333333,2,1,2,1,2,1,18,11,2011,20111118
11011003,11011003041,3,1,1101,1,11011,11121,11121001,19,17,NA,NA,12,4,1,1,3,2,26,7,7,2,4,3,1,NA,1,2,NA,NA,2,NA,10,10,1,4,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,5220,45,3,1,2004,3,5,1,1,1,1,1,NA,NA,5219,2,2,3,2,NA,1,1,2,NA,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3,NA,NA,NA,1,NA,NA,NA,2,2,NA,9,5,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,8,NA,NA,NA,25,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,1,2,NA,NA,5,2,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,160000,2,2,2,2e+05,1,30000,NA,1,1,1,28500,NA,1,1,3,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,6,3,3,2,1,3,"1",2,12,6,2,NA,1,5,NA,7,1,3,5,9,5,9,219800,1142750,219800,1142750,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,219800,1178437,NA,35687,219800,1178437,NA,0,219800,1178437,0,392812.333333333,392812.333333333,2,1,2,1,2,1,18,11,2011,20111118
11011003,11011003061,1,1,1101,1,11011,11121,11121001,19,17,45,42,1,6,1,1,1,1,84,1,1,1,1,5,1,NA,1,2,NA,NA,2,NA,NA,5,2,5,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,1,2,2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,1,5,2,2,2,2,2,2,NA,NA,NA,NA,NA,2,2,2,2,2,1,NA,NA,NA,NA,NA,2,3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,7,5,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,8,NA,NA,NA,25,NA,NA,7,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,NA,NA,1,NA,NA,NA,1,99,99,99,99,10,NA,NA,12,2,NA,NA,NA,1,1,1,1,2,2,2,2,2,2,2,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,1,1,9,15,50,1,1,2,NA,1,1,1,1980,2,3,4,NA,NA,NA,2,2,2,150000,1,35000,NA,1,1,1,31000,NA,5,NA,3,5,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,1,2,6,3,1,3,"1",1,5,1,2,NA,3,NA,NA,NA,1,3,3,5,2,4,NA,410200,NA,410200,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,237288,237288,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,237288,647488,237288,237288,237288,647488,NA,0,237288,717838,70350,129497.6,129497.6,3,1,3,1,1,1,17,11,2011,20111117
11011003,11011003061,2,1,1101,1,11011,11121,11121001,19,17,NA,NA,2,6,1,1,2,2,82,1,1,1,2,5,1,NA,1,2,NA,NA,2,NA,NA,5,2,5,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,1,2,2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,3,NA,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,3,11,4,21,NA,NA,NA,NA,4,11,4,11,2,2,NA,5,5,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,8,NA,NA,NA,25,NA,NA,7,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,NA,NA,1,NA,NA,NA,2,1,0,1,0,10,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,1,9,15,50,1,1,2,NA,1,1,1,1980,2,3,4,NA,NA,NA,2,2,2,150000,1,35000,NA,1,1,1,31000,NA,5,NA,3,5,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,1,2,6,3,1,3,"1",1,5,1,2,NA,3,NA,NA,NA,1,3,3,5,2,4,NA,410200,NA,410200,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,237288,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,647488,NA,237288,NA,647488,NA,0,NA,717838,70350,129497.6,129497.6,3,1,3,1,1,1,17,11,2011,20111117
11011003,11011003061,3,1,1101,1,11011,11121,11121001,19,17,NA,NA,3,6,1,1,3,1,56,3,7,1,3,5,1,NA,1,2,NA,NA,2,NA,NA,8,2,2,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,8322,50,1,1,1994,3,2,NA,NA,NA,NA,NA,NA,NA,6021,1,1,7,2,NA,1,7,3,NA,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,7,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,8,NA,NA,NA,25,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,1,9,15,50,1,1,2,NA,1,1,1,1980,2,3,4,NA,NA,NA,2,2,2,150000,1,35000,NA,1,1,1,31000,NA,5,NA,3,5,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,1,2,6,3,1,3,"1",1,10,3,2,NA,1,8,NA,9,1,3,3,5,2,4,410200,410200,410200,410200,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,237288,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,410200,647488,NA,237288,410200,647488,NA,0,410200,717838,70350,129497.6,129497.6,3,1,3,1,1,1,17,11,2011,20111117
11011003,11011003061,4,1,1101,1,11011,11121,11121001,19,17,NA,NA,3,6,1,1,4,1,38,4,7,1,3,5,1,NA,1,2,NA,NA,2,NA,NA,12,1,5,5,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,1,1,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,3,NA,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,6,5,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,8,NA,NA,NA,25,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,1,9,15,50,1,1,2,NA,1,1,1,1980,2,3,4,NA,NA,NA,2,2,2,150000,1,35000,NA,1,1,1,31000,NA,5,NA,3,5,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,1,2,6,3,1,3,"1",1,17,8,2,NA,2,NA,NA,NA,1,3,3,5,2,4,NA,410200,NA,410200,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,237288,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,647488,NA,237288,NA,647488,NA,0,NA,717838,70350,129497.6,129497.6,3,1,3,1,1,1,17,11,2011,20111117
11011003,11011003061,5,1,1101,1,11011,11121,11121001,19,17,NA,NA,3,6,1,1,5,2,52,4,7,1,3,5,1,NA,1,2,NA,NA,2,NA,NA,6,2,5,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,1,2,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,NA,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,1,NA,2,2,NA,5,5,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,8,NA,NA,NA,25,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,1,9,15,50,1,1,2,NA,1,1,1,1980,2,3,4,NA,NA,NA,2,2,2,150000,1,35000,NA,1,1,1,31000,NA,5,NA,3,5,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,1,2,6,3,1,3,"1",1,5,1,2,NA,3,NA,NA,NA,1,3,3,5,2,4,NA,410200,NA,410200,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,237288,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,647488,NA,237288,NA,647488,NA,0,NA,717838,70350,129497.6,129497.6,3,1,3,1,1,1,17,11,2011,20111117
